day;temp;hydr
08.02.2023 20:00;20;50
08.02.2023 21:00;19;54
08.02.2023 22:00;23;50
08.02.2023 23:00;23;52
09.02.2023 0:00;21;54
09.02.2023 1:00;22;52
09.02.2023 2:00;19;48
09.02.2023 3:00;19;50
09.02.2023 4:00;21;48
09.02.2023 5:00;22;45
09.02.2023 6:00;21;53
09.02.2023 7:00;22;49
09.02.2023 8:00;20;53
09.02.2023 9:00;18;54
09.02.2023 10:00;20;50
09.02.2023 11:00;21;48
09.02.2023 12:00;18;50
09.02.2023 13:00;21;49
09.02.2023 14:00;21;51
09.02.2023 15:00;22;48
09.02.2023 16:00;22;54
09.02.2023 17:00;22;52
09.02.2023 18:00;21;54
09.02.2023 19:00;19;53
09.02.2023 20:00;18;45
09.02.2023 21:00;18;52
09.02.2023 22:00;21;49
09.02.2023 23:00;20;53
10.02.2023 0:00;18;46
10.02.2023 1:00;19;51
10.02.2023 2:00;18;54
10.02.2023 3:00;19;48
10.02.2023 4:00;20;55
10.02.2023 5:00;21;48
10.02.2023 6:00;19;55
10.02.2023 7:00;22;52
10.02.2023 8:00;18;52
10.02.2023 9:00;20;45
10.02.2023 10:00;18;55
10.02.2023 11:00;20;51
10.02.2023 12:00;21;47
10.02.2023 13:00;23;51
10.02.2023 14:00;23;55
10.02.2023 15:00;18;54
10.02.2023 16:00;21;50
10.02.2023 17:00;22;52
10.02.2023 18:00;18;51
10.02.2023 19:00;20;49
10.02.2023 20:00;20;47
10.02.2023 21:00;20;48
10.02.2023 22:00;20;53
10.02.2023 23:00;20;54
11.02.2023 0:00;18;55
11.02.2023 1:00;22;55
11.02.2023 2:00;19;55
11.02.2023 3:00;21;49
11.02.2023 4:00;22;51
11.02.2023 5:00;20;55
11.02.2023 6:00;20;53
11.02.2023 7:00;22;52
11.02.2023 8:00;20;47
11.02.2023 9:00;19;54
11.02.2023 10:00;23;52
11.02.2023 11:00;21;55
11.02.2023 12:00;20;50
11.02.2023 13:00;19;49
11.02.2023 14:00;20;54
11.02.2023 15:00;19;52
11.02.2023 16:00;23;55
11.02.2023 17:00;23;50
11.02.2023 18:00;19;52
11.02.2023 19:00;22;49
11.02.2023 20:00;23;50
11.02.2023 21:00;23;52
11.02.2023 22:00;20;51
11.02.2023 23:00;22;54
12.02.2023 0:00;23;52
12.02.2023 1:00;22;55
12.02.2023 2:00;18;51
12.02.2023 3:00;20;52
12.02.2023 4:00;22;50
12.02.2023 5:00;18;47
12.02.2023 6:00;18;46
12.02.2023 7:00;19;45
12.02.2023 8:00;19;47
12.02.2023 9:00;22;45
12.02.2023 10:00;18;54
12.02.2023 11:00;18;52
12.02.2023 12:00;21;50
12.02.2023 13:00;22;55
12.02.2023 14:00;19;48
12.02.2023 15:00;18;48
12.02.2023 16:00;18;51
12.02.2023 17:00;21;53
12.02.2023 18:00;21;54
12.02.2023 19:00;20;49
12.02.2023 20:00;21;48
12.02.2023 21:00;20;49
12.02.2023 22:00;20;47
12.02.2023 23:00;23;48
13.02.2023 0:00;22;51
13.02.2023 1:00;18;45
13.02.2023 2:00;19;47
13.02.2023 3:00;20;45
13.02.2023 4:00;18;55
13.02.2023 5:00;21;55
13.02.2023 6:00;20;46
13.02.2023 7:00;23;49
13.02.2023 8:00;21;52
13.02.2023 9:00;22;50
13.02.2023 10:00;21;53
13.02.2023 11:00;20;52
13.02.2023 12:00;18;55
13.02.2023 13:00;21;52
13.02.2023 14:00;23;45
13.02.2023 15:00;18;53
13.02.2023 16:00;21;48
13.02.2023 17:00;21;46
13.02.2023 18:00;23;53
13.02.2023 19:00;20;45
13.02.2023 20:00;20;47
13.02.2023 21:00;23;48
13.02.2023 22:00;21;50
13.02.2023 23:00;22;48
14.02.2023 0:00;21;54
14.02.2023 1:00;18;54
14.02.2023 2:00;20;47
14.02.2023 3:00;18;51
14.02.2023 4:00;20;50
14.02.2023 5:00;21;48
14.02.2023 6:00;23;54
14.02.2023 7:00;19;51
14.02.2023 8:00;21;45
14.02.2023 9:00;21;46
14.02.2023 10:00;23;52
14.02.2023 11:00;21;52
14.02.2023 12:00;20;48
14.02.2023 13:00;22;53
14.02.2023 14:00;18;48
14.02.2023 15:00;23;48
14.02.2023 16:00;20;50
14.02.2023 17:00;18;52
14.02.2023 18:00;19;51
14.02.2023 19:00;18;52
14.02.2023 20:00;20;46
14.02.2023 21:00;19;49
14.02.2023 22:00;20;46
14.02.2023 23:00;22;51
15.02.2023 0:00;18;46
15.02.2023 1:00;23;52
15.02.2023 2:00;20;50
15.02.2023 3:00;23;50
15.02.2023 4:00;23;52
15.02.2023 5:00;22;53
15.02.2023 6:00;21;46
15.02.2023 7:00;20;51
15.02.2023 8:00;18;48
15.02.2023 9:00;23;46
15.02.2023 10:00;18;51
15.02.2023 11:00;19;53
15.02.2023 12:00;20;51
15.02.2023 13:00;21;45
15.02.2023 14:00;19;51
15.02.2023 15:00;19;48
15.02.2023 16:00;23;54
15.02.2023 17:00;22;53
15.02.2023 18:00;21;50
15.02.2023 19:00;20;51
15.02.2023 20:00;20;48
15.02.2023 21:00;22;51
15.02.2023 22:00;23;52
15.02.2023 23:00;22;51
16.02.2023 0:00;20;51
16.02.2023 1:00;22;50
16.02.2023 2:00;19;52
16.02.2023 3:00;20;48
16.02.2023 4:00;21;54
16.02.2023 5:00;21;50
16.02.2023 6:00;18;47
16.02.2023 7:00;22;49
16.02.2023 8:00;18;47
16.02.2023 9:00;21;54
16.02.2023 10:00;23;55
16.02.2023 11:00;21;45
16.02.2023 12:00;20;53
16.02.2023 13:00;21;51
16.02.2023 14:00;19;46
16.02.2023 15:00;22;54
16.02.2023 16:00;20;54
16.02.2023 17:00;22;54
16.02.2023 18:00;19;46
16.02.2023 19:00;18;55
16.02.2023 20:00;19;52
16.02.2023 21:00;18;48
16.02.2023 22:00;19;48
16.02.2023 23:00;22;53
17.02.2023 0:00;22;49
17.02.2023 1:00;22;45
17.02.2023 2:00;21;48
17.02.2023 3:00;21;51
17.02.2023 4:00;19;51
17.02.2023 5:00;18;51
17.02.2023 6:00;23;55
17.02.2023 7:00;18;51
17.02.2023 8:00;22;50
17.02.2023 9:00;22;48
17.02.2023 10:00;20;49
17.02.2023 11:00;23;52
17.02.2023 12:00;19;54
17.02.2023 13:00;21;46
17.02.2023 14:00;21;50
17.02.2023 15:00;18;53
17.02.2023 16:00;22;51
17.02.2023 17:00;22;48
17.02.2023 18:00;19;55
17.02.2023 19:00;19;53
17.02.2023 20:00;22;52
17.02.2023 21:00;21;46
17.02.2023 22:00;22;51
17.02.2023 23:00;23;54
18.02.2023 0:00;19;47
18.02.2023 1:00;23;49
18.02.2023 2:00;20;50
18.02.2023 3:00;23;45
18.02.2023 4:00;21;45
18.02.2023 5:00;18;45
18.02.2023 6:00;18;48
18.02.2023 7:00;19;50
18.02.2023 8:00;19;53
18.02.2023 9:00;22;51
18.02.2023 10:00;20;50
18.02.2023 11:00;18;53
18.02.2023 12:00;20;52
18.02.2023 13:00;19;47
18.02.2023 14:00;19;48
18.02.2023 15:00;22;55
18.02.2023 16:00;22;53
18.02.2023 17:00;19;51
18.02.2023 18:00;19;49
18.02.2023 19:00;22;47
18.02.2023 20:00;20;47
18.02.2023 21:00;19;46
18.02.2023 22:00;21;53
18.02.2023 23:00;22;55
19.02.2023 0:00;20;50
19.02.2023 1:00;22;49
19.02.2023 2:00;22;55
19.02.2023 3:00;19;48
19.02.2023 4:00;21;49
19.02.2023 5:00;18;52
19.02.2023 6:00;22;45
19.02.2023 7:00;20;50
19.02.2023 8:00;18;54
19.02.2023 9:00;18;48
19.02.2023 10:00;22;47
19.02.2023 11:00;23;54
19.02.2023 12:00;20;47
19.02.2023 13:00;21;45
19.02.2023 14:00;18;46
19.02.2023 15:00;23;52
19.02.2023 16:00;21;48
19.02.2023 17:00;18;47
19.02.2023 18:00;20;47
19.02.2023 19:00;18;45
19.02.2023 20:00;19;49
19.02.2023 21:00;20;48
19.02.2023 22:00;21;47
19.02.2023 23:00;20;51
20.02.2023 0:00;23;47
20.02.2023 1:00;23;55
20.02.2023 2:00;19;49
20.02.2023 3:00;23;50
20.02.2023 4:00;20;55
20.02.2023 5:00;21;46
20.02.2023 6:00;23;46
20.02.2023 7:00;18;48
20.02.2023 8:00;22;55
20.02.2023 9:00;23;51
20.02.2023 10:00;22;48
20.02.2023 11:00;20;48
20.02.2023 12:00;21;51
20.02.2023 13:00;22;49
20.02.2023 14:00;21;50
20.02.2023 15:00;19;50
20.02.2023 16:00;21;50
20.02.2023 17:00;20;46
20.02.2023 18:00;21;47
20.02.2023 19:00;22;45
20.02.2023 20:00;21;52
20.02.2023 21:00;21;51
20.02.2023 22:00;20;51
20.02.2023 23:00;21;50
21.02.2023 0:00;19;55
21.02.2023 1:00;23;49
21.02.2023 2:00;19;54
21.02.2023 3:00;20;49
21.02.2023 4:00;18;52
21.02.2023 5:00;20;47
21.02.2023 6:00;22;50
21.02.2023 7:00;19;46
21.02.2023 8:00;18;54
21.02.2023 9:00;23;50
21.02.2023 10:00;23;46
21.02.2023 11:00;19;45
21.02.2023 12:00;23;46
21.02.2023 13:00;20;48
21.02.2023 14:00;21;46
21.02.2023 15:00;20;48
21.02.2023 16:00;18;48
21.02.2023 17:00;23;54
21.02.2023 18:00;21;49
21.02.2023 19:00;22;54
21.02.2023 20:00;22;47
21.02.2023 21:00;22;45
21.02.2023 22:00;21;47
21.02.2023 23:00;20;52
22.02.2023 0:00;22;48
22.02.2023 1:00;18;46
22.02.2023 2:00;19;49
22.02.2023 3:00;23;45
22.02.2023 4:00;23;51
22.02.2023 5:00;20;51
22.02.2023 6:00;18;47
22.02.2023 7:00;19;47
22.02.2023 8:00;21;51
22.02.2023 9:00;21;49
22.02.2023 10:00;23;52
22.02.2023 11:00;20;53
22.02.2023 12:00;20;51
22.02.2023 13:00;21;53
22.02.2023 14:00;21;45
22.02.2023 15:00;22;52
22.02.2023 16:00;20;48
22.02.2023 17:00;18;48
22.02.2023 18:00;23;46
22.02.2023 19:00;21;45
22.02.2023 20:00;18;45
22.02.2023 21:00;19;46
22.02.2023 22:00;19;46
22.02.2023 23:00;22;46
23.02.2023 0:00;20;49
23.02.2023 1:00;20;50
23.02.2023 2:00;21;46
23.02.2023 3:00;21;48
23.02.2023 4:00;22;51
23.02.2023 5:00;21;48
23.02.2023 6:00;23;46
23.02.2023 7:00;22;53
23.02.2023 8:00;23;50
23.02.2023 9:00;18;50
23.02.2023 10:00;23;46
23.02.2023 11:00;22;53
23.02.2023 12:00;23;55
23.02.2023 13:00;21;48
23.02.2023 14:00;18;51
23.02.2023 15:00;23;54
23.02.2023 16:00;22;47
23.02.2023 17:00;21;54
23.02.2023 18:00;21;49
23.02.2023 19:00;20;52
23.02.2023 20:00;22;46
23.02.2023 21:00;21;54
23.02.2023 22:00;19;48
23.02.2023 23:00;20;51
24.02.2023 0:00;22;46
24.02.2023 1:00;23;45
24.02.2023 2:00;22;55
24.02.2023 3:00;18;47
24.02.2023 4:00;21;49
24.02.2023 5:00;19;51
24.02.2023 6:00;18;54
24.02.2023 7:00;23;48
24.02.2023 8:00;22;48
24.02.2023 9:00;23;48
24.02.2023 10:00;19;52
24.02.2023 11:00;21;50
24.02.2023 12:00;23;47
24.02.2023 13:00;18;53
24.02.2023 14:00;18;51
24.02.2023 15:00;22;55
24.02.2023 16:00;19;47
24.02.2023 17:00;18;54
24.02.2023 18:00;23;53
24.02.2023 19:00;20;53
24.02.2023 20:00;22;48
24.02.2023 21:00;19;49
24.02.2023 22:00;21;55
24.02.2023 23:00;23;55
25.02.2023 0:00;23;49
25.02.2023 1:00;18;46
25.02.2023 2:00;23;53
25.02.2023 3:00;22;45
25.02.2023 4:00;19;54
25.02.2023 5:00;23;54
25.02.2023 6:00;21;47
25.02.2023 7:00;23;54
25.02.2023 8:00;21;55
25.02.2023 9:00;19;46
25.02.2023 10:00;22;54
25.02.2023 11:00;22;53
25.02.2023 12:00;18;53
25.02.2023 13:00;21;47
25.02.2023 14:00;18;52
25.02.2023 15:00;18;49
25.02.2023 16:00;23;46
25.02.2023 17:00;21;52
25.02.2023 18:00;21;53
25.02.2023 19:00;23;51
25.02.2023 20:00;22;52
25.02.2023 21:00;18;54
25.02.2023 22:00;23;53
25.02.2023 23:00;21;48
26.02.2023 0:00;23;46
26.02.2023 1:00;23;49
26.02.2023 2:00;20;54
26.02.2023 3:00;20;54
26.02.2023 4:00;21;47
26.02.2023 5:00;23;47
26.02.2023 6:00;18;49
26.02.2023 7:00;18;51
26.02.2023 8:00;23;48
26.02.2023 9:00;18;55
26.02.2023 10:00;19;49
26.02.2023 11:00;19;46
26.02.2023 12:00;19;48
26.02.2023 13:00;23;50
26.02.2023 14:00;18;55
26.02.2023 15:00;18;50
26.02.2023 16:00;22;55
26.02.2023 17:00;23;51
26.02.2023 18:00;21;54
26.02.2023 19:00;23;55
26.02.2023 20:00;19;50
26.02.2023 21:00;22;47
26.02.2023 22:00;19;46
26.02.2023 23:00;23;55
27.02.2023 0:00;23;45
27.02.2023 1:00;22;49
27.02.2023 2:00;23;45
27.02.2023 3:00;21;55
27.02.2023 4:00;21;55
27.02.2023 5:00;23;45
27.02.2023 6:00;23;54
27.02.2023 7:00;21;50
27.02.2023 8:00;22;46
27.02.2023 9:00;22;46
27.02.2023 10:00;21;45
27.02.2023 11:00;22;50
27.02.2023 12:00;22;53
27.02.2023 13:00;22;46
27.02.2023 14:00;21;53
27.02.2023 15:00;22;46
27.02.2023 16:00;18;53
27.02.2023 17:00;22;47
27.02.2023 18:00;18;49
27.02.2023 19:00;19;51
27.02.2023 20:00;18;49
27.02.2023 21:00;18;55
27.02.2023 22:00;19;49
27.02.2023 23:00;18;52
28.02.2023 0:00;23;47
28.02.2023 1:00;19;53
28.02.2023 2:00;21;52
28.02.2023 3:00;18;52
28.02.2023 4:00;19;45
28.02.2023 5:00;21;48
28.02.2023 6:00;18;48
28.02.2023 7:00;20;55
28.02.2023 8:00;23;48
28.02.2023 9:00;22;50
28.02.2023 10:00;20;53
28.02.2023 11:00;23;52
28.02.2023 12:00;19;51
28.02.2023 13:00;19;48
28.02.2023 14:00;19;48
28.02.2023 15:00;22;47
28.02.2023 16:00;21;53
28.02.2023 17:00;22;48
28.02.2023 18:00;21;50
28.02.2023 19:00;19;45
28.02.2023 20:00;23;49
28.02.2023 21:00;22;55
28.02.2023 22:00;18;48
28.02.2023 23:00;19;53
01.03.2023 0:00;22;54
01.03.2023 1:00;23;55
01.03.2023 2:00;21;53
01.03.2023 3:00;22;45
01.03.2023 4:00;19;53
01.03.2023 5:00;21;50
01.03.2023 6:00;23;50
01.03.2023 7:00;23;52
01.03.2023 8:00;23;45
01.03.2023 9:00;21;47
01.03.2023 10:00;22;51
01.03.2023 11:00;23;49
01.03.2023 12:00;22;45
01.03.2023 13:00;20;50
01.03.2023 14:00;21;48
01.03.2023 15:00;20;52
01.03.2023 16:00;23;55
01.03.2023 17:00;22;55
01.03.2023 18:00;20;47
01.03.2023 19:00;22;49
01.03.2023 20:00;23;50
01.03.2023 21:00;21;48
01.03.2023 22:00;23;50
01.03.2023 23:00;19;52
02.03.2023 0:00;19;45
02.03.2023 1:00;21;55
02.03.2023 2:00;22;53
02.03.2023 3:00;18;53
02.03.2023 4:00;18;52
02.03.2023 5:00;23;54
02.03.2023 6:00;22;47
02.03.2023 7:00;22;46
02.03.2023 8:00;18;55
02.03.2023 9:00;21;48
02.03.2023 10:00;21;49
02.03.2023 11:00;21;50
02.03.2023 12:00;23;54
02.03.2023 13:00;18;54
02.03.2023 14:00;21;46
02.03.2023 15:00;18;52
02.03.2023 16:00;23;47
02.03.2023 17:00;18;53
02.03.2023 18:00;18;54
02.03.2023 19:00;19;47
02.03.2023 20:00;21;52
02.03.2023 21:00;23;53
02.03.2023 22:00;18;52
02.03.2023 23:00;18;49
03.03.2023 0:00;19;45
03.03.2023 1:00;20;53
03.03.2023 2:00;20;54
03.03.2023 3:00;23;55
03.03.2023 4:00;22;51
03.03.2023 5:00;22;45
03.03.2023 6:00;19;50
03.03.2023 7:00;20;45
03.03.2023 8:00;22;49
03.03.2023 9:00;21;47
03.03.2023 10:00;21;53
03.03.2023 11:00;18;45
03.03.2023 12:00;20;54
03.03.2023 13:00;20;53
03.03.2023 14:00;21;54
03.03.2023 15:00;21;47
03.03.2023 16:00;19;47
03.03.2023 17:00;20;54
03.03.2023 18:00;22;51
03.03.2023 19:00;18;53
03.03.2023 20:00;23;47
03.03.2023 21:00;19;47
03.03.2023 22:00;22;47
03.03.2023 23:00;20;49
04.03.2023 0:00;23;47
04.03.2023 1:00;21;53
04.03.2023 2:00;23;51
04.03.2023 3:00;19;53
04.03.2023 4:00;19;50
04.03.2023 5:00;18;47
04.03.2023 6:00;19;51
04.03.2023 7:00;21;53
04.03.2023 8:00;19;54
04.03.2023 9:00;19;51
04.03.2023 10:00;22;47
04.03.2023 11:00;22;51
04.03.2023 12:00;23;55
04.03.2023 13:00;20;49
04.03.2023 14:00;21;53
04.03.2023 15:00;22;48
04.03.2023 16:00;20;48
04.03.2023 17:00;21;45
04.03.2023 18:00;23;50
04.03.2023 19:00;21;45
04.03.2023 20:00;19;51
04.03.2023 21:00;19;53
04.03.2023 22:00;19;46
04.03.2023 23:00;20;52
05.03.2023 0:00;19;50
05.03.2023 1:00;22;52
05.03.2023 2:00;20;55
05.03.2023 3:00;21;47
05.03.2023 4:00;18;55
05.03.2023 5:00;22;47
05.03.2023 6:00;21;53
05.03.2023 7:00;20;55
05.03.2023 8:00;20;47
05.03.2023 9:00;23;54
05.03.2023 10:00;18;54
05.03.2023 11:00;18;47
05.03.2023 12:00;22;50
05.03.2023 13:00;21;53
05.03.2023 14:00;21;47
05.03.2023 15:00;20;47
05.03.2023 16:00;21;52
05.03.2023 17:00;18;55
05.03.2023 18:00;22;47
05.03.2023 19:00;18;47
05.03.2023 20:00;21;47
05.03.2023 21:00;21;53
05.03.2023 22:00;23;54
05.03.2023 23:00;18;48
06.03.2023 0:00;23;52
06.03.2023 1:00;20;46
06.03.2023 2:00;19;55
06.03.2023 3:00;18;55
06.03.2023 4:00;18;51
06.03.2023 5:00;18;48
06.03.2023 6:00;20;50
06.03.2023 7:00;23;52
06.03.2023 8:00;23;49
06.03.2023 9:00;19;54
06.03.2023 10:00;18;51
06.03.2023 11:00;20;50
06.03.2023 12:00;22;47
06.03.2023 13:00;23;51
06.03.2023 14:00;21;53
06.03.2023 15:00;18;54
06.03.2023 16:00;19;47
06.03.2023 17:00;23;47
06.03.2023 18:00;19;51
06.03.2023 19:00;22;54
06.03.2023 20:00;22;50
06.03.2023 21:00;22;46
06.03.2023 22:00;23;52
06.03.2023 23:00;23;54
07.03.2023 0:00;22;49
07.03.2023 1:00;22;50
07.03.2023 2:00;20;51
07.03.2023 3:00;21;48
07.03.2023 4:00;20;55
07.03.2023 5:00;23;50
07.03.2023 6:00;23;54
07.03.2023 7:00;18;51
07.03.2023 8:00;22;55
07.03.2023 9:00;20;48
07.03.2023 10:00;18;50
07.03.2023 11:00;18;50
07.03.2023 12:00;19;47
07.03.2023 13:00;19;46
07.03.2023 14:00;19;50
07.03.2023 15:00;21;46
07.03.2023 16:00;19;50
07.03.2023 17:00;21;51
07.03.2023 18:00;22;49
07.03.2023 19:00;20;50
07.03.2023 20:00;22;50
07.03.2023 21:00;20;53
07.03.2023 22:00;18;53
07.03.2023 23:00;22;55
08.03.2023 0:00;18;50
08.03.2023 1:00;23;51
08.03.2023 2:00;20;45
08.03.2023 3:00;21;53
08.03.2023 4:00;23;55
08.03.2023 5:00;23;55
08.03.2023 6:00;22;50
08.03.2023 7:00;21;52
08.03.2023 8:00;19;53
08.03.2023 9:00;19;47
08.03.2023 10:00;21;53
08.03.2023 11:00;23;53
08.03.2023 12:00;20;51
08.03.2023 13:00;19;50
08.03.2023 14:00;21;52
08.03.2023 15:00;19;51
08.03.2023 16:00;23;48
08.03.2023 17:00;18;49
08.03.2023 18:00;22;55
08.03.2023 19:00;23;47
08.03.2023 20:00;20;47
08.03.2023 21:00;21;53
08.03.2023 22:00;19;55
08.03.2023 23:00;18;52
09.03.2023 0:00;18;53
09.03.2023 1:00;22;52
09.03.2023 2:00;23;48
09.03.2023 3:00;18;53
09.03.2023 4:00;21;49
09.03.2023 5:00;22;54
09.03.2023 6:00;23;55
09.03.2023 7:00;19;52
09.03.2023 8:00;18;55
09.03.2023 9:00;20;52
09.03.2023 10:00;22;48
09.03.2023 11:00;21;47
09.03.2023 12:00;22;48
09.03.2023 13:00;20;54
09.03.2023 14:00;23;46
09.03.2023 15:00;19;48
09.03.2023 16:00;22;46
09.03.2023 17:00;18;49
09.03.2023 18:00;20;47
09.03.2023 19:00;18;50
09.03.2023 20:00;23;47
09.03.2023 21:00;18;51
09.03.2023 22:00;23;52
09.03.2023 23:00;18;46
10.03.2023 0:00;20;53
10.03.2023 1:00;19;54
10.03.2023 2:00;23;52
10.03.2023 3:00;23;46
10.03.2023 4:00;21;53
10.03.2023 5:00;20;53
10.03.2023 6:00;20;52
10.03.2023 7:00;23;53
10.03.2023 8:00;20;47
10.03.2023 9:00;21;51
10.03.2023 10:00;22;50
10.03.2023 11:00;22;49
10.03.2023 12:00;19;51
10.03.2023 13:00;19;48
10.03.2023 14:00;23;46
10.03.2023 15:00;21;52
10.03.2023 16:00;23;55
10.03.2023 17:00;19;55
10.03.2023 18:00;21;54
10.03.2023 19:00;18;46
10.03.2023 20:00;23;48
10.03.2023 21:00;18;54
10.03.2023 22:00;22;46
10.03.2023 23:00;21;46
11.03.2023 0:00;21;46
11.03.2023 1:00;20;46
11.03.2023 2:00;19;52
11.03.2023 3:00;23;49
11.03.2023 4:00;19;53
11.03.2023 5:00;20;50
11.03.2023 6:00;19;51
11.03.2023 7:00;18;45
11.03.2023 8:00;20;46
11.03.2023 9:00;23;45
11.03.2023 10:00;19;45
11.03.2023 11:00;23;48
11.03.2023 12:00;23;55
11.03.2023 13:00;19;51
11.03.2023 14:00;23;46
11.03.2023 15:00;21;45
11.03.2023 16:00;23;51
11.03.2023 17:00;21;53
11.03.2023 18:00;20;51
11.03.2023 19:00;23;49
11.03.2023 20:00;21;55
11.03.2023 21:00;20;53
11.03.2023 22:00;19;48
11.03.2023 23:00;21;55
12.03.2023 0:00;21;52
12.03.2023 1:00;23;49
12.03.2023 2:00;19;51
12.03.2023 3:00;23;45
12.03.2023 4:00;22;46
12.03.2023 5:00;20;53
12.03.2023 6:00;23;55
12.03.2023 7:00;19;45
12.03.2023 8:00;22;52
12.03.2023 9:00;22;46
12.03.2023 10:00;22;50
12.03.2023 11:00;22;45
12.03.2023 12:00;18;53
12.03.2023 13:00;22;51
12.03.2023 14:00;21;53
12.03.2023 15:00;18;50
12.03.2023 16:00;19;52
12.03.2023 17:00;20;47
12.03.2023 18:00;22;53
12.03.2023 19:00;18;53
12.03.2023 20:00;20;49
12.03.2023 21:00;22;48
12.03.2023 22:00;21;51
12.03.2023 23:00;21;47
13.03.2023 0:00;22;49
13.03.2023 1:00;21;54
13.03.2023 2:00;19;54
13.03.2023 3:00;20;55
13.03.2023 4:00;21;49
13.03.2023 5:00;22;50
13.03.2023 6:00;19;46
13.03.2023 7:00;22;54
13.03.2023 8:00;22;55
13.03.2023 9:00;20;51
13.03.2023 10:00;19;51
13.03.2023 11:00;23;46
13.03.2023 12:00;19;54
13.03.2023 13:00;21;50
13.03.2023 14:00;18;48
13.03.2023 15:00;22;49
13.03.2023 16:00;18;53
13.03.2023 17:00;23;48
13.03.2023 18:00;23;47
13.03.2023 19:00;19;45
13.03.2023 20:00;19;46
13.03.2023 21:00;19;54
13.03.2023 22:00;19;47
13.03.2023 23:00;19;53
14.03.2023 0:00;22;46
14.03.2023 1:00;19;50
14.03.2023 2:00;21;52
14.03.2023 3:00;18;53
14.03.2023 4:00;22;55
14.03.2023 5:00;19;45
14.03.2023 6:00;22;53
14.03.2023 7:00;22;52
14.03.2023 8:00;18;54
14.03.2023 9:00;22;52
14.03.2023 10:00;18;49
14.03.2023 11:00;19;53
14.03.2023 12:00;22;55
14.03.2023 13:00;19;55
14.03.2023 14:00;23;45
14.03.2023 15:00;19;50
14.03.2023 16:00;21;55
14.03.2023 17:00;19;52
14.03.2023 18:00;22;51
14.03.2023 19:00;20;47
14.03.2023 20:00;23;48
14.03.2023 21:00;23;46
14.03.2023 22:00;19;52
14.03.2023 23:00;18;51
15.03.2023 0:00;21;52
15.03.2023 1:00;22;51
15.03.2023 2:00;22;47
15.03.2023 3:00;20;46
15.03.2023 4:00;19;50
15.03.2023 5:00;21;54
15.03.2023 6:00;20;48
15.03.2023 7:00;23;48
15.03.2023 8:00;21;45
15.03.2023 9:00;22;55
15.03.2023 10:00;18;51
15.03.2023 11:00;18;51
15.03.2023 12:00;20;49
15.03.2023 13:00;23;53
15.03.2023 14:00;23;45
15.03.2023 15:00;19;48
15.03.2023 16:00;18;47
15.03.2023 17:00;18;49
15.03.2023 18:00;19;54
15.03.2023 19:00;20;52
15.03.2023 20:00;22;54
15.03.2023 21:00;21;49
15.03.2023 22:00;23;51
15.03.2023 23:00;18;50
16.03.2023 0:00;18;55
16.03.2023 1:00;21;47
16.03.2023 2:00;19;55
16.03.2023 3:00;20;45
16.03.2023 4:00;20;52
16.03.2023 5:00;22;50
16.03.2023 6:00;23;45
16.03.2023 7:00;18;48
16.03.2023 8:00;18;45
16.03.2023 9:00;19;47
16.03.2023 10:00;22;47
16.03.2023 11:00;22;52
16.03.2023 12:00;20;54
16.03.2023 13:00;21;51
16.03.2023 14:00;22;54
16.03.2023 15:00;23;52
16.03.2023 16:00;22;52
16.03.2023 17:00;21;55
16.03.2023 18:00;19;48
16.03.2023 19:00;18;48
16.03.2023 20:00;19;54
16.03.2023 21:00;18;50
16.03.2023 22:00;20;48
16.03.2023 23:00;21;45
17.03.2023 0:00;18;50
17.03.2023 1:00;22;48
17.03.2023 2:00;18;46
17.03.2023 3:00;21;46
17.03.2023 4:00;18;45
17.03.2023 5:00;18;55
17.03.2023 6:00;18;54
17.03.2023 7:00;18;51
17.03.2023 8:00;21;53
17.03.2023 9:00;23;49
17.03.2023 10:00;22;48
17.03.2023 11:00;19;55
17.03.2023 12:00;23;45
17.03.2023 13:00;22;50
17.03.2023 14:00;19;52
17.03.2023 15:00;21;46
17.03.2023 16:00;23;46
17.03.2023 17:00;20;55
17.03.2023 18:00;20;52
17.03.2023 19:00;21;47
17.03.2023 20:00;22;48
17.03.2023 21:00;18;54
17.03.2023 22:00;20;46
17.03.2023 23:00;22;45
18.03.2023 0:00;21;51
18.03.2023 1:00;20;53
18.03.2023 2:00;23;45
18.03.2023 3:00;20;49
18.03.2023 4:00;23;51
18.03.2023 5:00;19;52
18.03.2023 6:00;21;50
18.03.2023 7:00;18;49
18.03.2023 8:00;21;50
18.03.2023 9:00;21;45
18.03.2023 10:00;19;47
18.03.2023 11:00;18;54
18.03.2023 12:00;22;47
18.03.2023 13:00;19;55
18.03.2023 14:00;23;54
18.03.2023 15:00;18;49
18.03.2023 16:00;22;48
18.03.2023 17:00;20;52
18.03.2023 18:00;18;52
18.03.2023 19:00;23;46
18.03.2023 20:00;21;53
18.03.2023 21:00;19;45
18.03.2023 22:00;23;55
18.03.2023 23:00;21;49
19.03.2023 0:00;22;52
19.03.2023 1:00;19;46
19.03.2023 2:00;20;54
19.03.2023 3:00;22;51
19.03.2023 4:00;18;47
19.03.2023 5:00;20;46
19.03.2023 6:00;21;47
19.03.2023 7:00;21;54
19.03.2023 8:00;18;49
19.03.2023 9:00;21;46
19.03.2023 10:00;18;49
19.03.2023 11:00;20;55
19.03.2023 12:00;20;53
19.03.2023 13:00;21;53
19.03.2023 14:00;21;47
19.03.2023 15:00;20;53
